0.9032172151	northwest
0.9031759747	dodge
0.9031519706	fridays
0.9031167030	maui
0.9029909653	jack
0.9029894517	uptown
0.9029526382	echo
0.9029072963	butte
0.9028812909	naan
0.9028665311	queen
0.9027936819	cheesesteak
0.9027811165	rancho
0.9027610896	dinosaur
0.9027506292	ranch
0.9027486562	poblano
0.9027468574	dean
0.9027274772	symphony
0.9026926615	royal
0.9026699916	acai
0.9025391436	billy
0.9025273304	grille
0.9025257879	golden
0.9025000906	mandarin
0.9024658170	fiesta
0.9024411236	island
0.9023477873	lens
0.9023414646	dec
0.9023334924	pozole
0.9022870057	firehouse
0.9022405167	reggae
0.9022386607	suns
0.9022380942	cubano
0.9022355991	tilapia
0.9022021823	mash
0.9021875984	theatre
0.9021849526	escargot
0.9021092330	scratch
0.9020768906	buckeye
0.9020194927	chicago
0.9020193908	fresca
0.9020173110	butterfly
0.9020121881	slope
0.9020108986	carefree
0.9019774393	scramble
0.9019616523	yelpers
0.9019299263	custard
0.9019046517	pierre
0.9018630392	porter
0.9018469206	wheel
0.9017607805	hillside
0.9017126420	berry
0.9016748949	mi
0.9016219770	cha
0.9015907386	tango
0.9015373640	texas
0.9014731956	rural
0.9014252154	papa
0.9013863283	catfish
0.9013827353	grill
0.9013717612	pecorino
0.9013662610	brewing
0.9013495327	chipolte
0.9013241361	bulkogi
0.9013049039	compass
0.9012650197	cenpho
0.9012521710	legacy
0.9012405344	veterans
0.9012268703	casita
0.9011928040	zoo
0.9011725010	wednesdays
0.9011245754	mediterranean
0.9011122632	malibu
0.9010988503	viet
0.9010931058	mai
0.9010742564	tabasco
0.9010362481	bear
0.9010170004	korea
0.9010128181	saloon
0.9009982250	beach
0.9009653209	taylor's
0.9009422222	rack
0.9009421083	brewers
0.9009406263	kat
0.9008183947	bakery
0.9008000091	quattro
0.9007638104	disco
0.9007422350	persian
0.9007260118	satay
0.9007119907	cab
0.9007030332	russian
0.9006952641	sunflower
0.9006592235	spoon
0.9006573103	creamery
0.9006537186	pat
0.9005708647	grand
0.9005496451	stout
0.9005308545	yelping
0.9005281383	maple
0.9005222469	elk
0.9004938158	baseline
0.9004888249	truth
0.9004600419	anne
0.9003873482	christian
0.9003836028	suede
0.9003635240	tiger
0.9003576571	burro
0.9003572475	cheez
0.9003440512	cleaners
0.9003340669	cobb
0.9003188503	thursdays
0.9003106575	victorian
0.9002275454	sampler
0.9002172672	kahlua
0.9002148236	children's
0.9002036196	oyster
0.9001749635	chilis
0.9001457499	si
0.9001275665	americano
0.9000811183	chuck
0.9000221278	miller
0.8999890971	pollo
0.8999764558	preserve
0.8999620841	butterfish
0.8999591079	internet
0.8998828859	springs
0.8998702362	firecracker
0.8997670222	carmel
0.8997501219	scooter
0.8997399888	loco
0.8997382627	bells
0.8997247024	railroad
0.8997011036	hefe
0.8997000118	grande
0.8996941719	yelp's
0.8996934575	manhattan
0.8996890953	colonial
0.8996752611	inn
0.8996738387	mormon
0.8996705653	rod
0.8996338460	cricket
0.8996268970	pen
0.8996078375	bay
0.8995771905	brewer
0.8995338503	fri
0.8995040072	twilight
0.8994822473	katsu
0.8994781831	holiday
0.8994188687	seabass
0.8994097871	teppan
0.8994055372	axis
0.8993716451	wong
0.8993651599	dentistry
0.8993350800	pupusa
0.8993316168	iron
0.8992829141	easter
0.8992309674	toyota
0.8992103205	mountain
0.8991915226	british
0.8991755111	singapore
0.8991612044	kaz
0.8991360481	seinfeld
0.8990504259	reuben
0.8990492811	tryst
0.8990379998	sun's
0.8990225322	opera
0.8990221051	jamaican
0.8989828053	tsoynami
0.8989633007	honda
0.8989632894	donut
0.8989596881	yoga
0.8989232595	siamese
0.8989179660	manager's
0.8989086846	spanakopita
0.8988867206	palms
0.8988781713	johnny
0.8988768876	crescent
0.8988760913	verizon
0.8988409723	pancit
0.8988197380	blonde
0.8988142597	mekong
0.8988091117	mario
0.8987969770	goose
0.8987659702	midwest
0.8987489998	sunny
0.8987438046	pit
0.8987162330	gumbo
0.8987097676	bird
0.8987069786	philly
0.8986858399	fattoush
0.8986584793	brushetta
0.8986483491	panda
0.8986362582	blizzard
0.8986289648	clubhouse
0.8986281080	frybread
0.8985352040	district
0.8984596718	stone
0.8984116430	oxtail
0.8984093290	jambalaya
0.8983784317	bears
0.8983778177	lord
0.8983728179	hideaway
0.8983125773	classic
0.8983079691	jones
0.8983023980	stella
0.8982940252	diablo
0.8982627826	jonathan
0.8982500025	enchilada
0.8982244411	carpaccio
0.8981786219	fiery
0.8981724916	mexico
0.8981546908	chef
0.8981398533	brownie
0.8981322685	allen
0.8981092257	dodger
0.8980724676	plum
0.8980714449	pedi
0.8980670251	riverview
0.8980595019	studio
0.8980513102	le
0.8980464392	savers
0.8980461703	souvlaki
0.8980376373	bush
0.8980139111	atlantic
0.8980086618	jose
0.8979865738	filipino
0.8979717111	vine
0.8979615451	samurai
0.8979525218	blues
0.8979417191	campbell
0.8979403396	bee
0.8979375868	joes
0.8979316472	coyotes
0.8979286203	broadway
0.8979116128	louis
0.8979046908	cafe
0.8978972276	improv
0.8978925653	tuesdays
0.8978783545	gazpacho
0.8978538657	wilson
0.8978494005	austin
0.8978153330	adobada
0.8978126329	elvis
0.8978105914	hoagie
0.8977939771	pittsburgh
0.8977863188	hill
0.8977408224	frank
0.8977250515	armadillo
0.8977153111	jersey
0.8976789294	farmhouse
0.8976764111	monroe
0.8976527136	hurricane
0.8976469095	chuckbox
0.8976348109	eggplant
0.8976154117	devil's
0.8976142343	anna
0.8976038756	winter
0.8976022554	zombie
0.8975873863	california
0.8975727297	mgr
0.8975721268	brooklyn
0.8975717951	bonnie
0.8975321769	buttes
0.8975305905	styrofoam
0.8974967189	ostrich
0.8974888465	marketplace
0.8974664640	wyndham
0.8974477584	ali
0.8974335957	aji
0.8974258062	bloom
0.8974001793	portobello
0.8973891988	foundation
0.8973862759	kisra
0.8973801553	donkey
0.8973764644	frankie
0.8973633876	canyon
0.8973590174	tamale
0.8973265211	cabana
0.8973120842	flag
0.8972618438	sommelier
0.8972383422	bastard
0.8972364161	farmer
0.8972208764	a's
0.8972128980	smart
0.8971866690	jon
0.8971818461	lion
0.8971639591	epic
0.8971489787	casino
0.8971402429	blanc
0.8971091117	charles
0.8971043241	patrick
0.8970938435	gateway
0.8970809784	papago
0.8970806981	ash
0.8970210569	hippies
0.8969927810	burrata
0.8968991151	rueben
0.8968912238	detroit
0.8968560562	plaza
0.8968444817	lechon
0.8968384173	anise
0.8968333399	portland
0.8968260660	president
0.8968246592	jumbo
0.8967975704	brick
0.8967925568	gai
0.8967480157	caribbean
0.8967374759	pb
0.8966622024	rita
0.8966456091	ancho
0.8966177454	delta
0.8966170251	yen
0.8965760028	peter
0.8965549462	vitamin
0.8965324027	forest
0.8965000373	sundays
0.8964924285	wongs
0.8964917793	africa
0.8964686769	dental
0.8964584905	dallas
0.8964278711	dottsy
0.8964274148	hardy
0.8963966340	amazon
0.8963825032	coincidence
0.8963773483	sin
0.8963738708	cobbler
0.8963730574	herb
0.8963138601	brie
0.8963078517	alliance
0.8962324778	roger
0.8962020021	szechuan
0.8961929472	pomegranate
0.8961499390	creme
0.8961181492	jackie
0.8960988272	fettuccine
0.8960973682	temple
0.8960868074	challah
0.8960678255	yo
0.8960620811	scrapbook
0.8960505848	zinc
0.8960485043	grapevine
0.8960432431	paneer
0.8960425073	province
0.8960405240	ravioli
0.8960365203	carbonara
0.8960048733	texaz
0.8959422669	city
0.8959376052	doubletree
0.8958847897	sriracha
0.8958808015	flagstaff
0.8958644360	buffett
0.8958317676	s'mores
0.8958298288	lemongrass
0.8958268393	virginia
0.8958253835	sandra
0.8958253835	milwaukee
0.8958181167	janet
0.8958108563	z's
0.8958051673	spam
0.8957983931	buca
0.8957947256	tzatziki
0.8957860994	english
0.8957741902	thailand
0.8957696755	eagles
0.8957283267	center
0.8957234586	auto
0.8957119007	hills
0.8957084092	ray
0.8957027048	sprint
0.8956669499	tokyo
0.8956608884	chow
0.8956362280	thanksgiving
0.8956141349	blvd
0.8956029215	marshall
0.8955917905	saigon
0.8955883114	sedona
0.8955209470	rite
0.8954922695	gap
0.8954790197	master
0.8954646919	cider
0.8954636156	jenna
0.8954239001	lavosh
0.8954115978	pilsner
0.8954011036	hibachi
0.8953998129	deli
0.8953829835	universe
0.8953504935	square
0.8953499273	riesling
0.8953432017	legend
0.8953396643	cheeseburger
0.8953221268	friday's
0.8952751843	cinema
0.8952349753	macs
0.8952321677	jordan
0.8952233380	thrifty
0.8952186562	cue
0.8952185875	ninja
0.8951824783	jimmy
0.8951228175	martini
0.8951153428	soba
0.8950545251	lynn
0.8950461310	environmental
0.8950247640	waitstaff
0.8950235272	canteen
0.8949878405	foursquare
0.8949697054	g's
0.8949649537	waldorf
0.8949346773	planet
0.8949215499	borgata
0.8949128542	chase
0.8949112068	oreo
0.8948896425	senior
0.8948570424	java
0.8948548806	native
0.8948147206	rigatoni
0.8948006739	ally
0.8947908677	machaca
0.8947797673	toro
0.8947796693	swedish
0.8947793335	baileys
0.8947649406	douche
0.8947540734	federal
0.8947031869	coco
0.8946994766	manchego
0.8946972984	wild
0.8946960012	denny's
0.8946716687	monsoon
0.8946687922	gulf
0.8946576676	circus
0.8946462607	rumor
0.8946362688	christmas
0.8946295172	bomber
0.8946167057	manicotti
0.8946167057	attic
0.8946071935	whopper
0.8945839757	chimi
0.8945663965	rose
0.8945655007	project
0.8945453208	sam
0.8945342182	macaroni
0.8945161145	kristin
0.8944757492	artichoke
0.8944564247	toffee
0.8944011036	paella
0.8943965846	pueblo
0.8943583774	sprinkles
0.8943386419	tricks
0.8942574198	harvest
0.8942451603	cioppino
0.8942369108	petite
0.8942319844	trifecta
0.8941673104	chronic
0.8941568983	catholic
0.8941466816	geisha
0.8941444832	ga
0.8941143088	republican
0.8940946104	peace
0.8940927316	boston
0.8940881212	fuego
0.8940800737	missouri
0.8940799062	watermelon
0.8940427580	bertha's
0.8940386495	egyptian
0.8940309534	trout
0.8940128266	disneyland
0.8940021639	roman
0.8939913717	nathan
0.8939778498	florence
0.8939735920	whey
0.8939622455	scotch
0.8939615080	lowes
0.8939576256	pinot
0.8939548400	jameson
0.8939349878	loop
0.8939214346	volcano
0.8938980379	deluxe
0.8938965688	army
0.8938824307	budget
0.8938799673	christina
0.8938667754	yaki
0.8938659125	pretzel
0.8938115841	farm
0.8937997973	chanel
0.8937612770	cola
0.8937521520	mars
0.8937434224	saint
0.8937307747	terry
0.8937178101	challenge
0.8937154117	diamondbacks
0.8937051348	absolut
0.8936548291	bath
0.8936276956	saag
0.8936137305	vienna
0.8935976184	murphy
0.8935879145	sala
0.8935839480	nicoise
0.8935572489	drunken
0.8935481147	honey
0.8935464453	barbie
0.8935295680	zest
0.8935293014	va
0.8934854968	rangers
0.8934534530	wiz
0.8934506241	lunchtime
0.8934494907	coasters
0.8934409568	whites
0.8934314158	alice
0.8934259586	pastrami
0.8934229627	rodeo
0.8934148057	lemon
0.8933980198	interestingly
0.8933955083	adobe
0.8933803848	barista
0.8933800204	king
0.8933641466	espresso
0.8933611322	networks
0.8933394422	cambodian
0.8933379371	montana
0.8933153758	taro
0.8932833012	mcdonald
0.8932821489	zen
0.8932718285	war
0.8932581785	numero
0.8932572935	grape
0.8932558151	relleno
0.8932445338	mackerel
0.8932435287	gouda
0.8932373711	snickerdoodle
0.8932346471	mesquite
0.8932244811	collins
0.8932242552	hammer
0.8932080359	sara
0.8931466213	crawfish
0.8931183506	mining
0.8930845909	bikram
0.8930844114	original
0.8930828591	priceline
0.8930624028	apricot
0.8930468115	spirit
0.8930399094	hyundai
0.8930383196	misto
0.8930379808	halloween
0.8930285069	giant
0.8930043518	jerry
0.8929911221	summit
0.8929795941	dijon
0.8929755202	midtown
0.8929555015	drip
0.8929402274	cabernet
0.8929326750	ballet
0.8929203208	kona
0.8929076884	cooperstown
0.8928946690	division
0.8928683449	bruce
0.8928637301	lincoln
0.8928531609	hangar
0.8928516186	garage
0.8928456790	korean
0.8928197050	smokehouse
0.8928188599	france
0.8928114872	elevate
0.8927833081	cockroach
0.8927782506	funeral
0.8927382723	judy
0.8927285986	denver
0.8927265557	prince
0.8927106329	boca
0.8926940817	diane
0.8926598513	donna
0.8926589878	posole
0.8926561456	vancouver
0.8926222299	tortellini
0.8926135083	shawarma
0.8926097190	gimmick
0.8925911040	oolong
0.8925854853	ferrari
0.8925694828	crush
0.8925552714	tartar
0.8925326867	biancoverde
0.8925287990	wigwam
0.8925234183	apple
0.8925111556	mama
0.8924697164	cruz
0.8924633007	kabuki
0.8924603185	kabob
0.8924586668	magazine
0.8924355463	frog
0.8924289869	tire
0.8924142606	jr
0.8924069478	iowa
0.8923990930	maryland
0.8923848365	renaissance
0.8923415410	chianti
0.8923282038	yucca
0.8922908442	rustica
0.8922561515	socal
0.8922539804	uncle
0.8921934383	butterscotch
0.8921838386	chez
0.8921812016	americans
0.8921795239	daddy's
0.8921676107	clinic
0.8921278666	bridal
0.8921067767	joey
0.8920980049	sichuan
0.8920817519	einstein
0.8920724651	association
0.8920613413	walnut
0.8920592407	global
0.8919890285	hyde
0.8919734035	brady
0.8919716670	randy
0.8919666996	jolly
0.8919514024	atlanta
0.8919308819	prius
0.8919098140	court
0.8918967839	hooray
0.8918741346	ho
0.8918619182	princess
0.8918462808	god
0.8918299673	dilly's
0.8918126865	correction
0.8918024081	fillet
0.8917918467	wells
0.8917804540	dynamite
0.8917685615	barn
0.8917614380	bing
0.8917580060	quail
0.8917486654	jane
0.8917091146	groupon
0.8917080869	olympics
0.8916923407	italia
0.8916822795	chai
0.8916688666	beauty
0.8916597399	lake
0.8916567674	il
0.8916557673	lily
0.8916515589	london
0.8916383778	doc
0.8916152857	urban
0.8915518982	kentucky
0.8915034587	faith
0.8914977844	beam
0.8914970921	salon
0.8914951239	asian
0.8914789005	shack
0.8914224630	confit
0.8913973175	villa
0.8913893194	howard
0.8913882618	modelo
0.8913817674	tj
0.8913803648	zing
0.8913472165	spa
0.8913320507	alaska
0.8913315158	twin
0.8912984919	memorial
0.8912942508	indiana
0.8912814979	illinois
0.8912613383	campus
0.8912441095	grace
0.8912425906	yakisoba
0.8911901444	oak
0.8911757189	double
0.8911706898	marcus
0.8911601980	molly
0.8911551957	burrito
0.8911478466	chelsea
0.8911188083	tech
0.8911123683	rico's
0.8911104016	united
0.8910978641	miguel
0.8910876141	european
0.8910670469	northern
0.8910595229	portabella
0.8910511398	asiago
0.8910380021	poke
0.8909958762	yang
0.8909776704	bruchetta
0.8909497071	tony's
0.8909488743	turf
0.8909356134	therapy
0.8909222655	oklahoma
0.8909115515	petals
0.8909020245	cantina
0.8908976031	patty
0.8908908478	maytag
0.8908634653	terrace
0.8908616703	thurs
0.8908501136	joe
0.8908252721	sd
0.8908062039	italy
0.8907925906	porterhouse
0.8907894649	sport
0.8907534062	obama
0.8907481686	disney
0.8907466844	steakhouse
0.8907453391	bride
0.8907417911	asia
0.8907372189	chipotle
0.8907292202	sooooooo
0.8907188536	colorado
0.8906955283	ireland
0.8906369881	chu
0.8905906162	harley
0.8905451670	museum
0.8905444475	mills
0.8905377818	bombay
0.8905300096	nissan
0.8905272257	tavern
0.8905244234	churro
0.8905236546	mike
0.8905229638	libre
0.8905160390	mighty
0.8905061649	suite
0.8905040999	champions
0.8904833721	jo
0.8904687184	fairmont
0.8904651860	aunt
0.8904574889	huevos
0.8904322124	bobbie
0.8904173772	chambord
0.8904072572	habanero
0.8904006199	vietnam
0.8903880720	buyer
0.8903871985	listen
0.8903768470	hamachi
0.8903760440	t's
0.8903608893	robin
0.8903482772	audrey
0.8903470865	sahara
0.8903359425	lucky
0.8903231283	bev
0.8903032984	joy
0.8902687256	wheat
0.8902201264	coke
0.8902082295	louisiana
0.8902018640	mariners
0.8901797725	larry
0.8901701047	pibil
0.8901389357	torta
0.8901195910	november
0.8900890166	waterfront
0.8900830493	goodbye
0.8900669301	plantain
0.8900396984	ma
0.8900370841	orchestra
0.8900309637	encanto
0.8900198040	blanco
0.8900030329	lions
0.8900012985	bo
0.8899831884	romano
0.8899824961	maria
0.8899524456	indian
0.8899447844	nathan's
0.8899284577	ahwatukee
0.8898682163	lengua
0.8898672560	natalie
0.8898588961	papaya
0.8898419661	kierland
0.8898239207	atomic
0.8897459733	alan
0.8897456108	louie
0.8897344369	sunrise
0.8897209511	craftsman
0.8897084092	sonoran
0.8896965354	moose
0.8896581901	arena
0.8896151413	torch
0.8896027687	stephen
0.8896006951	bark
0.8895817486	pasty
0.8895724099	nestled
0.8895321827	joe's
0.8895155892	peak
0.8895008522	mazda
0.8894713830	carrie
0.8894692413	arrowhead
0.8894670536	hubs
0.8894589951	minnie
0.8894293231	utah
0.8894140721	health
0.8894123976	code
0.8893955171	galaxy
0.8893803384	castle
0.8893739869	alaskan
0.8893736999	scissors
0.8893701029	hostess
0.8893561543	juan
0.8893450461	uno
0.8893392747	noodle
0.8893230076	kyoto
0.8893041326	bikini
0.8892971887	prime
0.8892931206	crème
0.8892856589	emily
0.8892854853	germain
0.8892773752	resort
0.8892693975	walker
0.8892418387	panera
0.8892391658	penne
0.8891908924	dobson
0.8891854564	chang's
0.8891546194	mondrian
0.8891509173	stormy
0.8891346319	union
0.8891276268	dew
0.8890879545	jesus
0.8890585853	pavilion
0.8890308498	casey
0.8890059163	modified
0.8889605083	margharita
0.8889446434	club
0.8888908378	authority
0.8888772266	sandy
0.8888730579	montelucia
0.8888611861	battle
0.8888329864	polish
0.8888313793	mushroom
0.8888203888	napa
0.8887820744	ink
0.8887669869	robert
0.8887653840	wildfish
0.8887647678	scallop
0.8887228829	litchfield
0.8887186027	kings
0.8886954309	dennis
0.8886773157	soppressata
0.8886626833	lululemon
0.8886587806	hollywood
0.8886576829	rouge
0.8886369027	mission
0.8886260243	highway
0.8886240246	c'mon
0.8886079514	crate
0.8885823276	methinks
0.8885430377	god's
0.8885301056	moon
0.8885233492	cox
0.8885142152	champs
0.8885019989	vampiro
0.8884742223	parkway
0.8884699651	feast
0.8884640389	anthony
0.8884599816	sakana
0.8884426836	irish
0.8884196998	tommy
0.8884045365	victoria
0.8884018575	cloud
0.8883813620	sui
0.8883734503	amber
0.8883695629	hyatt
0.8883423194	japanese
0.8883351467	wagon
0.8883190566	viva
0.8883019523	phoenix.the
0.8882883366	santa
0.8882846804	boulders
0.8882844464	crudo
0.8882842282	electric
0.8882641383	ed
0.8882541359	tenderloin
0.8882422130	december
0.8882246784	gucci
0.8882204182	wildflower
0.8882096020	oakland
0.8882020298	factory
0.8881881965	petco
0.8881811961	med
0.8881397352	spiedini
0.8881301632	port
0.8881230962	tree
0.8881189365	pepper
0.8880851190	chip
0.8880672956	turkey
0.8880483003	romaine
0.8880482739	okra
0.8880363421	robata
0.8880271415	celebrity
0.8880218173	tower
0.8880155290	parm
0.8879872537	ballpark
0.8879710383	pita
0.8879601931	kale
0.8879406050	supreme
0.8879359146	blazing
0.8879192100	serrano
0.8879160944	mocha
0.8878713277	snapper
0.8878648038	kee
0.8878568726	zone
0.8878268476	smith
0.8878161416	bamboo
0.8878118857	boulevard
0.8877925148	february
0.8877792757	jets
0.8877760379	oaxaca
0.8877657499	hemp
0.8877623236	elite
0.8877588543	pennsylvania
0.8877578831	trade
0.8877565866	pumpkin
0.8877489345	columbia
0.8877476308	death
0.8877390895	pom
0.8877368065	lite
0.8877337413	marilyn
0.8877323637	cardinal
0.8877274621	tyler
0.8877211455	municipal
0.8877074449	croissant
0.8876974171	rusty
0.8876912822	polo
0.8876712755	rockies
0.8876650597	d's
0.8876458635	dunkin
0.8876161658	mary
0.8876155005	rooster
0.8875935337	flautas
0.8875677874	bummer
0.8875617206	danish
0.8875574806	tl
0.8875508558	dvd
0.8875429664	rocky
0.8875423796	fender
0.8875192735	alligator
0.8874980175	fogo
0.8874700336	heirloom
0.8874662491	doo
0.8874517900	bb
0.8874392480	nordstrom
0.8874052686	gyoza
0.8873936350	shabu
0.8873920707	oz
0.8873908720	shellac
0.8873850258	studies
0.8873842167	philosophy
0.8873488791	casablanca
0.8873440761	subway
0.8873134526	bulls
0.8873058617	caramel
0.8873012345	band
0.8872919499	dick's
0.8872913322	mister
0.8872893858	sirloin
0.8872875502	hail
0.8872831892	sheep
0.8872624083	picnic
0.8872567897	helmet
0.8872537382	kosher
0.8872496022	antique
0.8872315176	premier
0.8871882756	gorgonzola
0.8871801742	whale
0.8871778222	lodge
0.8871663130	turtle
0.8871659909	bonds
0.8871354447	trump
0.8871155596	boa
0.8871038531	captain
0.8870969957	youtube
0.8870672560	oprah
0.8870653775	dumpling
0.8870597872	hue
0.8870594687	disclaimer
0.8870201230	devils
0.8870186108	ultimate
0.8870129839	realtor
0.8870061049	palace
0.8869835547	hannah
0.8869799600	chickpea
0.8869764518	chihuly
0.8869724270	jet
0.8869715938	link
0.8869652521	dives
0.8869621249	buddha
0.8869579284	walmart
0.8869574348	tiki
0.8869512904	orzo
0.8869508637	alley
0.8869470177	shea
0.8869407154	bravo
0.8869309173	rellenos
0.8869213059	anytime
0.8869161805	chargers
0.8869113166	monk
0.8869042334	ha
0.8869039022	sizzling
0.8868934085	uv
0.8868897651	acura
0.8868739869	canada
0.8868624623	az88
0.8868353699	northeast
0.8868179049	ruben
0.8868075192	crystal
0.8868003093	annie
0.8867976599	argentine
0.8867900422	alto
0.8867837205	burgundy
0.8867321825	cantonese
0.8867241905	lawrence
0.8867226080	al's
0.8866810021	rumbi
0.8866786573	buffet
0.8866726960	cork
0.8866649741	landlord
0.8866525925	mo
0.8866519576	festival
0.8866395495	picasso
0.8866293180	hh
0.8866171987	bean
0.8866070321	vans
0.8866062822	continental
0.8866062594	ohio
0.8866062576	fry's
0.8866001618	roka
0.8865837166	dawn
0.8865705843	zumba
0.8865682255	florida
0.8865434522	tom
0.8865339760	garbanzo
0.8865323432	surprise
0.8865150987	dee
0.8865109377	santana
0.8864735272	nike
0.8864700780	independence
0.8864530250	rattlesnake
0.8864526742	shawn
0.8864385533	baba
0.8864164568	peppercorn
0.8864063009	zoe
0.8863664626	polar
0.8863521091	whitney
0.8863173787	pastry
0.8863115207	goody
0.8863001063	charlie's
0.8862989345	kenny
0.8862846714	rico
0.8862806064	marine
0.8862675486	golf
0.8862570246	beckett's
0.8862433024	outback
0.8862370895	marvel
0.8862300825	chloe's
0.8861890583	tack
0.8861864908	parker
0.8861827339	eddie
0.8861790236	jill
0.8861790236	aiko
0.8861641366	lo
0.8861326867	amex
0.8861313911	abe
0.8861304800	banner
0.8860996435	rooste
0.8860978778	vet
0.8860974363	bob's
0.8860861916	chad
0.8860822568	coyote
0.8860662122	andouille
0.8860579717	norm
0.8860507581	grove
0.8860475836	korma
0.8860325245	moe's
0.8860131087	chino
0.8859977477	iv
0.8859730286	frisbee
0.8859376628	fox
0.8859335642	wii
0.8859304918	scottish
0.8859126225	cd
0.8859108524	cameron
0.8858979933	dusted
0.8858844095	lumpia
0.8858102209	conclusion
0.8857899745	kitchen
0.8857843044	someday
0.8857622869	america
0.8857433916	creek
0.8857393016	magic
0.8857387931	vindaloo
0.8856944483	parfait
0.8856893906	phoenician
0.8856506715	promenade
0.8856409426	john
0.8856243856	ruby
0.8856145373	seattle
0.8856115549	bless
0.8855959538	coors
0.8855890271	ventura
0.8855822336	oakville
0.8855736304	ne
0.8854863469	blue
0.8854770836	horchata
0.8854699489	stack
0.8854528723	blueberry
0.8854472445	ralph
0.8854351430	warner
0.8854320204	chimis
0.8854305204	gothic
0.8854154740	safeway
0.8854060674	masa
0.8853984783	goat
0.8853803399	market
0.8853723966	bourbon
0.8853460801	chalet
0.8853345579	bureau
0.8853139229	falafel
0.8853111954	habitat
0.8852936369	hermosa
0.8852678348	imax
0.8852598029	kia
0.8852591936	paris
0.8852328853	maki
0.8851692240	rhubarb
0.8851669923	chang
0.8851526995	marquee
0.8851441532	tv
0.8851436049	del
0.8851396871	palm
0.8851362966	pie
0.8851322833	dan
0.8851200932	ranger
0.8851061874	yankee
0.8850783195	polka
0.8850662104	horizon
0.8850651090	african
0.8850524720	stroganoff
0.8850476153	macbook
0.8850384488	october
0.8850184982	oatmeal
0.8850163346	hefeweizen
0.8850005885	ernie
0.8849954356	bobby
0.8849887727	beaver
0.8849741060	pirates
0.8849721923	bulgogi
0.8849710515	europe
0.8849593589	sky
0.8849571312	washington
0.8849081468	espn
0.8848927530	hawaiian
0.8848848385	lotus
0.8848690367	lox
0.8848522709	trattoria
0.8848418795	adult
