0.8352312961	ibf
0.8350608897	sofia
0.8348661641	sec
0.8348497474	cincinnati
0.8346445018	hbo
0.8344667088	libre
0.8344227290	asean
0.8342392928	ramallah
0.8342020271	portland
0.8341502938	trenton
0.8341297848	ira
0.8339956565	unesco
0.8339939070	ted
0.8338462563	cleveland
0.8336190128	harrisburg
0.8330311281	penn
0.8329297528	vincent
0.8328559118	arlington
0.8328494560	yangon
0.8327092712	austin
0.8326346504	helena
0.8325799739	raleigh
0.8325642575	ec
0.8324235956	lexington
0.8323325876	tv
0.8323110101	rodgers
0.8320052353	providence
0.8318566084	uefa
0.8318336967	pretoria
0.8318321409	nascar
0.8317908307	dakar
0.8317256746	durban
0.8317036701	copenhagen
0.8316688649	columbia
0.8314769155	tim
0.8314172474	nl
0.8313990006	msnbc
0.8312757315	santiago
0.8312314588	eu
0.8312076409	munich
0.8310051491	naples
0.8309191509	springfield
0.8309154089	cardiff
0.8308068445	nuggets
0.8305314361	bcs
0.8301240043	ottawa
0.8298568578	ceo
0.8298450741	ncaa
0.8297628556	epa
0.8297411665	bulls
0.8297398109	mtv
0.8297212724	joyce
0.8296666385	wbc
0.8296284669	chicago
0.8296189341	sydney
0.8294305097	milwaukee
0.8293650461	cvc
0.8292998356	charleston
0.8292089529	img
0.8291517287	delaware
0.8291277916	vancouver
0.8289666600	bmw
0.8288020573	aa
0.8286062788	tampa
0.8285944673	browns
0.8283878387	atlanta
0.8283209633	mls
0.8282061527	cal
0.8280482029	moscow
0.8279760480	canadiens
0.8276829527	tallahassee
0.8274821600	elizabeth
0.8273031776	sochi
0.8270992154	kingston
0.8269832668	ii
0.8269604007	dax
0.8267596748	paris
0.8267579448	ab
0.8267445355	ny
0.8266871036	colombo
0.8266206825	rbi
0.8266150594	leed
0.8264655103	wilmington
0.8264125794	belgrade
0.8263665712	soweto
0.8263420283	kay
0.8262254019	vikings
0.8261269217	harvard
0.8258778181	morris
0.8257248319	nate
0.8256589561	bruce
0.8255631868	bruins
0.8255409074	cds
0.8255265710	ari
0.8254682709	damascus
0.8252502515	spurs
0.8252339486	lawrence
0.8252264328	madison
0.8251979425	denver
0.8251584199	tucson
0.8250938606	wto
0.8249956038	sac
0.8249913634	irs
0.8249426373	jackson
0.8248466808	acc
0.8247893405	nasa
0.8245707498	akron
0.8244764324	durham
0.8244095706	fsa
0.8242958156	fordham
0.8240938267	doha
0.8239838364	oklahoma
0.8238733707	dayton
0.8233349726	perth
0.8232945047	rutgers
0.8232887887	iaea
0.8232466058	dortmund
0.8231859212	ifc
0.8231822308	kentucky
0.8230980612	jfk
0.8230764844	anaheim
0.8230715181	arcadia
0.8229781606	adelaide
0.8229193858	celtics
0.8228567733	knoxville
0.8228547881	fresno
0.8228097596	la
0.8227865938	dj
0.8227716377	greene
0.8227694663	ana
0.8227188698	duke
0.8225597941	peterson
0.8225350372	panthers
0.8223190090	tacloban
0.8221921069	wba
0.8221092712	philadelphia
0.8220775805	marseille
0.8220599780	carolina
0.8219501657	macau
0.8217635310	farc
0.8217253680	juneau
0.8217162390	michigan
0.8215614759	ron
0.8214835143	boise
0.8214074377	stanford
0.8214070298	cctv
0.8213825971	ihs
0.8212195509	cd
0.8212017205	mvp
0.8211470093	lp
0.8211139318	helsinki
0.8210443686	concord
0.8209644478	libor
0.8209640546	faa
0.8209414927	darpa
0.8207696030	charlotte
0.8207001477	missoula
0.8205504869	ioc
0.8204854790	usb
0.8204412216	pyongyang
0.8203686491	frankfurt
0.8203586174	toms
0.8202933310	zachary
0.8202078654	ap
0.8201482108	aids
0.8197757857	ntsb
0.8197646266	louisville
0.8197441456	bayern
0.8196756845	karachi
0.8196253146	marquette
0.8195285042	vilnius
0.8194709783	cambridge
0.8194578234	reno
0.8194315010	jon
0.8194013120	dartmouth
0.8193230035	holmes
0.8192982669	ng
0.8192901511	texans
0.8192797505	nissan
0.8192680450	pri
0.8191903146	nina
0.8191504232	bbc
0.8191013834	arthur
0.8190812714	doug
0.8189012584	bali
0.8185835672	miami
0.8185096674	kardashian
0.8185045637	napa
0.8184791661	gq
0.8184617163	bp
0.8183604340	falcons
0.8182904580	lcd
0.8182357113	seattle
0.8182254029	bnp
0.8181705184	london
0.8180853469	pd
0.8179647872	dover
0.8177761385	westminster
0.8177414171	yale
0.8175947778	psa
0.8175274723	kia
0.8174864516	monaco
0.8174129874	ag
0.8173445023	midland
0.8172827145	budapest
0.8172059910	koh
0.8171034195	boston
0.8170512222	cebu
0.8169519723	fairfield
0.8169381701	redskins
0.8168485355	tulsa
0.8167704612	cbc
0.8167446112	timbuktu
0.8167346995	ak
0.8166708571	athens
0.8163137171	concacaf
0.8162875044	wisconsin
0.8160738859	collins
0.8160098531	norman
0.8158257014	blackhawks
0.8158170899	fbi
0.8157364307	sanaa
0.8157138523	spd
0.8157053034	fox
0.8156142729	kkr
0.8155909244	maine
0.8155455854	toronto
0.8154539534	mcfadden
0.8153954392	wagner
0.8149874393	phoenix
0.8149213711	ben
0.8148386203	tehran
0.8147856587	mathis
0.8147748541	clemson
0.8146090765	mombasa
0.8142468676	brees
0.8142206310	norfolk
0.8141588990	bt
0.8141188497	ngo
0.8140671896	sd
0.8140634036	mumbai
0.8139227197	kings
0.8138441100	schalke
0.8137598444	sam
0.8135867314	kubiak
0.8135683674	kansas
0.8135287654	opcw
0.8135149868	manaus
0.8134993092	hawks
0.8134051881	edmonton
0.8132781813	reyes
0.8132371452	agadir
0.8132021435	gomez
0.8131501713	towson
0.8130712575	irving
0.8130018693	kc
0.8129022047	gainesville
0.8128604232	dallas
0.8128400354	detroit
0.8128263779	nashville
0.8126787837	ecb
0.8126683271	lg
0.8125791243	henry
0.8125588203	albuquerque
0.8125579913	eugene
0.8125070985	ma
0.8124137496	houston
0.8121205301	nicosia
0.8121126396	stockholm
0.8120781344	maria
0.8120416181	pacers
0.8120107437	lafayette
0.8119756390	le
0.8119280624	baltimore
0.8118244771	rt
0.8117952498	foles
0.8117930309	coyotes
0.8117429974	washington
0.8117064803	ali
0.8116348167	everett
0.8114930714	siena
0.8114539768	stewart
0.8113665404	calgary
0.8110804488	donald
0.8110255817	wpp
0.8109729006	capriles
0.8109583768	rudin
0.8108945919	briggs
0.8108159792	sabres
0.8107850711	orlando
0.8107693879	canberra
0.8107476246	olympics
0.8107085239	miley
0.8106294338	suny
0.8105835055	romo
0.8105491831	fia
0.8101688095	nypd
0.8101605444	huntington
0.8101432774	broncos
0.8100803354	prince
0.8099427292	honda
0.8098637545	logan
0.8097544896	ravens
0.8097413473	roy
0.8094807446	jewish
0.8094115729	kuwait
0.8093386188	oswald
0.8093368672	ba
0.8090903134	oscar
0.8090608460	irish
0.8089413037	alan
0.8089100630	verdi
0.8087718046	rca
0.8086699761	malakal
0.8086641476	pittsburgh
0.8086560325	hempstead
0.8086060466	hardy
0.8084256010	devils
0.8083752678	tyler
0.8082514445	douglas
0.8081696048	rsa
0.8081210124	cgi
0.8080519085	te
0.8079374669	mozart
0.8077507894	mit
0.8077423071	gb
0.8076622886	brownsville
0.8075969945	pac
0.8075788472	ida
0.8075367051	bradford
0.8075080360	ria
0.8074134133	minneapolis
0.8072783820	glasgow
0.8072686719	benghazi
0.8069726687	lakers
0.8069550027	hou
0.8067799216	cano
0.8066565208	bjp
0.8066292585	carroll
0.8062057797	australian
0.8061587465	nelson
0.8061258636	hawaii
0.8061030686	magic
0.8060684615	berkeley
0.8058795821	poughkeepsie
0.8057952808	villanova
0.8057282015	jeremiah
0.8056665905	ig
0.8055527817	blues
0.8055182560	kaufman
0.8055143152	amman
0.8054789175	arkansas
0.8054282306	branson
0.8054087082	albert
0.8053835459	stuttgart
0.8053527091	guangzhou
0.8052028211	jacksonville
0.8051519263	oilers
0.8049753507	aron
0.8047662950	davidson
0.8047392676	az
0.8047129384	caracas
0.8045569905	newport
0.8044401044	lloyd
0.8044177357	imf
0.8043473099	carter
0.8043324050	phi
0.8043315778	lucie
0.8042006300	broadway
0.8041647838	stockton
0.8041007961	mas
0.8040184254	jason
0.8039214885	molly
0.8039116145	si
0.8038879916	middletown
0.8038604372	flynn
0.8038578267	dennis
0.8036559990	vanessa
0.8036114417	moritz
0.8035336774	ing
0.8035164573	arizona
0.8034747428	kyoto
0.8034362536	bradley
0.8034353927	parker
0.8034324088	mason
0.8033150007	toyota
0.8033012559	ko
0.8032919987	fonseca
0.8032852730	flyers
0.8032692612	vick
0.8032246518	bakersfield
0.8032105910	monmouth
0.8030815224	sami
0.8030391121	spokane
0.8030140040	saul
0.8029768992	rams
0.8027754417	fda
0.8027695050	hurricanes
0.8026806227	predators
0.8025199361	canucks
0.8024656579	fico
0.8024436604	welker
0.8024184746	alex
0.8023975416	mississippi
0.8023704119	purdue
0.8022964108	brooks
0.8022086730	alfred
0.8021875505	gary
0.8021598163	christmas
0.8021460512	ed
0.8021212937	ingram
0.8020504062	dearborn
0.8019418572	lebanon
0.8019285100	montgomery
0.8019197592	texan
0.8018121621	schweitzer
0.8017271961	sharks
0.8017208784	griffin
0.8017086730	troy
0.8017073748	suns
0.8016638668	bangladesh
0.8015817405	kron
0.8015477462	jacob
0.8015420405	smc
0.8014478490	islanders
0.8013681897	baylor
0.8013336827	matthews
0.8013100112	illinois
0.8012718390	salem
0.8012421906	kyle
0.8012406615	tomlin
0.8011520512	garrett
0.8010528266	sony
0.8010264251	liu
0.8010070164	quinn
0.8010034003	butler
0.8010029594	beijing
0.8009931605	zach
0.8009922369	monroe
0.8009230442	mavericks
0.8009052233	gronkowski
0.8009024175	amherst
0.8008977959	gcc
0.8008313042	benjamin
0.8007330430	mozambique
0.8006495283	turkish
0.8005649829	julius
0.8004924814	canada
0.8004405484	yemen
0.8004196587	jeremy
0.8003746480	creighton
0.8003584047	campbell
0.8003255422	seahawks
0.8002842050	amy
0.8002798958	lightning
0.8001869560	na
0.8001468358	mercer
0.8001026515	cvs
0.8000910856	winnipeg
0.8000563007	ddb
0.7999864635	rosario
0.7999412161	syria
0.7999351128	brady
0.7999159065	egyptian
0.7998059240	fred
0.7997699432	ducks
0.7997457961	nilsson
0.7997298639	nicks
0.7996467793	noel
0.7995533447	medicare
0.7993100330	bedford
0.7991685768	thanksgiving
0.7991529636	palestine
0.7990405520	tara
0.7989960459	huntsville
0.7989653692	syracuse
0.7989235477	colgate
0.7989199368	grambling
0.7989139451	messi
0.7988384552	shelly
0.7988227135	ch
0.7987922355	kobe
0.7987844238	norma
0.7987014717	hamilton
0.7987004579	kirkuk
0.7986178932	frenchman
0.7985293134	pryor
0.7984764741	biden
0.7984736980	bordeaux
0.7984511253	jaguar
0.7984159088	emi
0.7984057628	peoria
0.7983937006	gordon
0.7982087904	pan
0.7981304948	mac
0.7980360863	les
0.7980126519	cameron
0.7978731970	keith
0.7977830632	packers
0.7977818762	hofstra
0.7976476556	venice
0.7975887144	recife
0.7975875292	swansea
0.7975816330	gmc
0.7975242684	cgt
0.7972503761	rogers
0.7972061012	cutler
0.7971885007	kennedy
0.7971830837	jennifer
0.7971345085	medicaid
0.7971298419	harris
0.7971250583	omaha
0.7970777670	chip
0.7970564641	machar
0.7970230015	norwegian
0.7968634488	bengals
0.7968378077	woodson
0.7968068923	es
0.7967980117	dyer
0.7967068254	ecm
0.7966916690	bmo
0.7966865242	pelicans
0.7966420211	hollywood
0.7966129530	toledo
0.7966032775	chi
0.7965320528	earl
0.7964686779	pistons
0.7964412411	mia
0.7962303032	goldman
0.7961666914	norad
0.7961524636	santa
0.7961174317	warriors
0.7961134904	jacobs
0.7960788665	danvers
0.7959853202	bologna
0.7959725133	brett
0.7958562462	pic
0.7958477187	casablanca
0.7958318338	utah
0.7958230821	beethoven
0.7958133696	jerry
0.7957467793	milton
0.7957393424	tennessee
0.7957214804	silverstone
0.7956941416	dan
0.7956513541	gail
0.7956403896	imax
0.7956339103	eli
0.7956186464	redmond
0.7956054005	wade
0.7955921788	mccarthy
0.7955676183	ut
0.7955615686	graham
0.7955469936	cromartie
0.7955118237	cooper
0.7955015597	avalanche
0.7954547768	starr
0.7953992729	nadal
0.7953940627	colts
0.7953358099	costa
0.7952837398	patton
0.7952817034	muscat
0.7952602051	wright
0.7952523377	cavaliers
0.7952163764	belmont
0.7951253993	simpson
0.7950833580	capitals
0.7950776883	louie
0.7950405982	bristol
0.7950011039	murray
0.7949557233	maryland
0.7949075972	boehner
0.7948631980	taylor
0.7948594848	jazz
0.7948532407	eagles
0.7948222809	chester
0.7947310979	koch
0.7947306756	palermo
0.7947282652	pin
0.7947062317	donnelly
0.7946915443	hudson
0.7946333184	thailand
0.7945887447	uss
0.7945650232	bucks
0.7945570819	hanover
0.7944621427	carlos
0.7943811130	abraham
0.7943712979	steelers
0.7943568434	porto
0.7943138187	carl
0.7942578296	martinez
0.7942428812	assad
0.7942304168	saatchi
0.7941737113	karl
0.7940943903	min
0.7940925668	caldwell
0.7940715941	hillis
0.7940258535	sag
0.7939901607	terrence
0.7937693083	brad
0.7937408865	jar
0.7937264111	minnesota
0.7936701293	soho
0.7936617065	petersburg
0.7936556024	aqap
0.7936194636	pnc
0.7936171174	marist
0.7935458846	texas
0.7934920351	ne
0.7934887598	philip
0.7933832645	ellis
0.7933032055	afghanistan
0.7933011623	scorsese
0.7932842988	incognito
0.7932479174	stan
0.7932436277	cruz
0.7930796372	fukuoka
0.7930555042	clinton
0.7930444580	hammond
0.7930441466	harrison
0.7929894956	li
0.7929781985	penguins
0.7929151064	bobcats
0.7928592767	lancaster
0.7928543130	wta
0.7927955691	rick
0.7927555609	bismarck
0.7927160195	dakota
0.7926505466	terry
0.7925680091	disney
0.7925604773	charles
0.7925519335	chattanooga
0.7923806336	fargo
0.7923582647	mk
0.7922879095	wayne
0.7922232196	catholic
0.7921815473	panama
0.7921556234	brazilian
0.7921372747	victoria
0.7920650654	leonard
0.7920505856	donetsk
0.7920383443	bats
0.7919910797	clearwater
0.7919344232	au
0.7919070536	atp
0.7918704562	icc
0.7918645588	rubin
0.7918250165	putnam
0.7917783556	armory
0.7917574020	eddie
0.7917353156	thor
0.7916995896	islamic
0.7916983140	barcelona
0.7916557232	lopez
0.7915649770	palestinian
0.7915215000	fcc
0.7914859968	joe
0.7914637926	aclu
0.7914492839	adams
0.7913900704	pitt
0.7913394552	lexus
0.7913351256	doc
0.7911489419	iris
0.7911320144	vettel
0.7911286870	mills
0.7910869344	anna
0.7910531709	slater
0.7910306398	cassel
0.7910283829	tommy
0.7910244000	roger
0.7910040224	meyers
0.7909701139	iq
0.7909418538	suarez
0.7909388271	jaguars
0.7909073858	flames
0.7908900228	norwich
0.7908709783	louisiana
0.7908205345	edgar
0.7908016005	subaru
0.7907688011	ufc
0.7907602371	kalashnikov
0.7907335643	siegel
0.7906811947	rockefeller
0.7906763507	oecd
0.7906693506	vanderbilt
0.7906686322	mena
0.7906451419	kumar
0.7906171102	kerr
0.7905490945	drake
0.7904643347	bryant
0.7903725950	thai
0.7903443771	stamford
0.7902926371	mandela
0.7902868020	spector
0.7902821208	kidd
0.7902780038	spencer
0.7902290871	patriots
0.7902196217	michael
0.7901678761	brazil
0.7900495445	unmiss
0.7899981891	cullen
0.7899221772	edward
0.7899172619	harare
0.7898627680	mali
0.7898538074	frankenstein
0.7897856822	fletcher
0.7897294251	reims
0.7896948675	perry
0.7896649011	jack
0.7896631980	wilson
0.7896123112	nichols
0.7895855886	tom
0.7895293978	sap
0.7894913389	rockets
0.7894049225	jacobsen
0.7893884370	buffalo
0.7893820418	mercedes
0.7893446091	olympic
0.7893402115	klein
0.7892099751	cbre
0.7891805791	nash
0.7891584237	schiano
0.7891357303	gt
0.7891201565	cody
0.7890644922	rivera
0.7890592534	ukrainian
0.7890240592	pete
0.7890060022	orchard
0.7890049163	harry
0.7889951780	schreiber
0.7889874899	nec
0.7889248016	stephen
0.7888706813	roberts
0.7888403497	wizards
0.7888172963	heller
0.7887735872	lo
0.7887541789	nutcracker
0.7887007273	mexico
0.7886972936	vermont
0.7886564786	simon
0.7886169408	jeff
0.7885934345	decker
0.7885822478	greg
0.7885424010	clarkson
0.7885387582	phillips
0.7885124124	raptors
0.7885117546	ups
0.7885116774	bud
0.7885047214	kcna
0.7884652413	indiana
0.7884579522	haitian
0.7884469101	cliff
0.7883619792	davis
0.7883106576	joseph
0.7882794701	harlem
0.7882208446	edna
0.7881502934	allen
0.7881436075	feb
0.7881198863	benn
0.7881190810	sidney
0.7881018192	chesapeake
0.7880532127	lansing
0.7880261075	boulder
0.7879839859	glennon
0.7879352005	iraq
0.7878815264	ashley
0.7878497592	trevor
0.7878140802	memphis
0.7878030885	titans
0.7877684229	pennington
0.7877597683	djokovic
0.7877521503	dillon
0.7877493245	myers
0.7877105916	patrick
0.7876283880	worcester
0.7875772753	florence
0.7875772753	birmingham
0.7874803229	khan
0.7874771975	abel
0.7874771975	tal
0.7874441557	mathieu
0.7874402276	marcos
0.7874373309	treasuries
0.7873968999	doral
0.7873191186	rockwell
0.7873118011	qatar
0.7872960115	ea
0.7872471675	saints
0.7872397792	adp
0.7872105666	wallace
0.7871557626	jamie
0.7871016670	marshall
0.7870956504	tucker
0.7870818358	larry
0.7870775460	uganda
0.7870486223	anderson
0.7870117221	thaksin
0.7868948747	robin
0.7868510294	claudia
0.7868487828	nfc
0.7868049464	grizzlies
0.7866650064	ncis
0.7866036015	leon
0.7865920448	barton
0.7865791733	augusta
0.7865653670	tottenham
0.7865589086	sandra
0.7865485169	asia
0.7865046699	cynthia
0.7864855124	scotland
0.7864065908	tong
0.7864057634	tpp
0.7863957449	damon
0.7863495814	franco
0.7863118724	russell
0.7862175342	atkins
0.7862048969	mary
0.7861985602	basel
0.7861694484	manhattan
0.7860379915	brandon
0.7859875500	cowboys
0.7859847211	alaska
0.7859136346	aug
0.7858699778	ellen
0.7857911513	canadian
0.7857546832	luke
0.7856705356	hatch
0.7856666399	moore
0.7856566153	sv
0.7856524397	mubarak
0.7856410882	verizon
0.7856346096	hollande
0.7856212809	dylan
0.7856164571	bee
0.7856064969	garnett
0.7856006389	ahmadinejad
0.7855648366	christian
0.7855645354	derek
0.7855636148	southampton
0.7855571508	keller
0.7855518392	nazi
0.7855063898	lena
0.7855004101	barclays
0.7854791696	twitter
0.7854031560	nebraska
0.7853981396	sant
0.7853873044	merkel
0.7853841869	instagram
0.7853618557	oregon
0.7853481743	auburn
0.7853210047	nhtsa
0.7852890883	sudan
0.7852594013	nicolas
0.7852360531	joel
0.7852029958	jones
0.7851149190	brooklyn
0.7851027027	hank
0.7850385017	anders
0.7850334518	samsung
0.7850272527	bloom
0.7849946344	valley
0.7849915205	rohan
0.7849768611	julie
0.7849759963	kiir
0.7849730144	mickey
0.7849706486	hd
0.7849445499	alabama
0.7849181536	pueblo
0.7849093086	ronaldo
0.7848474618	jay
0.7848448208	viola
0.7848331639	hiroshima
0.7848282738	aaron
0.7848107712	pontiac
0.7847883181	macbeth
0.7847662004	chiefs
0.7847560627	bobby
0.7847176527	malta
0.7847172006	cpr
0.7847136645	riverside
0.7847113552	ct
0.7847014105	reid
0.7846959176	jwt
0.7846929893	wimbledon
0.7846929057	hassan
0.7846567070	kim
0.7846421781	kenneth
0.7846225790	bucknell
0.7845789274	ames
0.7844104458	hubert
0.7843994937	dutch
0.7843025259	sebastian
0.7842813031	passaic
0.7842657170	nymex
0.7842406660	phil
0.7842342678	andy
0.7842267788	nyc
0.7841844754	jordan
0.7841658298	february
0.7841489160	conrad
0.7841442540	wis
0.7841419650	android
0.7841319852	cuba
0.7840804596	colorado
0.7840768829	aig
0.7840495273	prelude
0.7840472162	egypt
0.7839555753	manuel
0.7839440890	msg
0.7839401943	oberlin
0.7839361234	africans
0.7838775800	forbes
0.7838520038	westwood
0.7838440587	lederer
0.7838337496	george
0.7837959402	luxembourg
0.7837922939	lpga
0.7837453975	motown
0.7837307377	keenum
0.7836674282	robbins
0.7836659264	clarke
0.7836140645	santos
0.7836094807	amr
0.7836087927	iona
0.7836066640	weeden
0.7835370191	pierce
0.7835145299	christine
0.7835088443	zuma
0.7834696437	florida
0.7834683664	kai
0.7833917202	bloomberg
0.7833815554	universal
0.7833686396	youssef
0.7833507792	goodman
0.7833464748	se
0.7833131462	franklin
0.7832011536	clippers
0.7832008026	venezuela
0.7830925046	fullerton
0.7830687831	youtube
0.7830646831	chennai
0.7830582887	atm
0.7829991575	sarah
0.7829904608	pennsylvania
0.7829775546	dunedin
0.7829521503	georges
0.7829426256	shakespeare
0.7828252686	hughes
0.7828202722	mccain
0.7827748370	jpmorgan
0.7827286662	chad
0.7827061684	katherine
0.7826994806	pumpkin
0.7826713036	johnny
0.7826616051	tate
0.7826380915	karzai
0.7826320288	michel
0.7825266393	indians
0.7825049941	curitiba
0.7824499817	napoleon
0.7824301381	hamburg
0.7824209437	jimmy
0.7823421523	christ
0.7823402455	malone
0.7823383838	jennings
0.7823317774	hatfield
0.7822772266	vivien
0.7822213304	neil
0.7821889896	japanese
0.7821757273	sean
0.7821745525	india
0.7821478432	fc
0.7821275930	brian
0.7821034473	ep
0.7819566053	phillip
0.7819232652	ware
0.7819000490	jesus
0.7818817160	paul
0.7818312265	eric
0.7818001734	italian
0.7817162102	armando
0.7816997676	niagara
0.7816809912	putin
0.7816342211	strasbourg
0.7816087241	andre
0.7816046873	ford
0.7815640051	barnes
0.7815025024	marc
0.7814945367	harvey
0.7814880279	scott
0.7814758124	iginla
0.7814365914	algiers
0.7814117424	howard
0.7812892738	nick
0.7812578271	english
0.7812053410	secaucus
0.7811495830	goldberg
0.7811203370	lyon
0.7811088075	hitchcock
0.7811061905	porsche
0.7810896428	helen
0.7810352494	lynch
0.7810263168	klaus
0.7809751621	yingluck
0.7809723928	temple
0.7809469216	knight
0.7809396140	palmer
0.7809205059	michelle
0.7809048845	theo
0.7808383867	vicki
0.7808241884	fitzgerald
0.7808085220	blatche
0.7807993649	stafford
0.7807875021	kearns
0.7807872954	lindsey
0.7807625550	tb
0.7807451836	ryan
0.7807378146	christians
0.7807286963	chandler
0.7807259291	lucy
0.7806857425	nancy
0.7806804828	spanish
0.7805825133	camden
0.7805258925	curtis
0.7805071835	cunningham
0.7805020891	america's
0.7805019714	stillwater
0.7804985747	connecticut
0.7804431247	beyoncé
0.7803841954	malcolm
0.7803796662	iowa
0.7802968829	ot
0.7802840100	justin
0.7801430362	delta
0.7801142553	willie
0.7800980852	malkin
0.7800904544	randolph
0.7800750934	jaffe
0.7800582921	kpmg
0.7800579179	shah
0.7800469004	timberlake
0.7800189690	brendan
0.7799970387	ray
0.7799724004	e.p.a
0.7799518697	britain
0.7798592528	pboc
0.7798225639	tuck
0.7797328329	ldl
0.7796251920	timberwolves
0.7796050858	idc
0.7795849031	newton
0.7795676910	oaxaca
0.7795658044	durant
0.7795472789	sunrise
0.7795419443	swat
0.7794666206	petra
0.7794377035	carey
0.7794035169	mogadishu
0.7793878562	morgan
0.7793871900	casey
0.7793733315	billy
0.7793612438	lebanese
0.7793462224	grandma
0.7793168419	cnbc
0.7793147821	cypress
0.7792613248	salvador
0.7792518643	tyson
0.7792167520	vanguard
0.7791095814	willow
0.7790542537	nikita
0.7790333271	odom
0.7790315273	netherlands
0.7789866153	louis
0.7789457414	granderson
0.7789202170	ibrahimovic
0.7788827588	wild
0.7788703119	chavez
0.7788620111	dish
0.7788590481	achilles
0.7788417067	fukushima
0.7788125058	ebitda
0.7787968477	sebelius
0.7787916368	guantánamo
0.7787648491	dicaprio
0.7787625273	ftc
0.7787500024	acl
0.7787304895	ghost
0.7787281049	emirates
0.7787197226	felix
0.7787159724	jean
0.7786501178	chinese
0.7786400596	dongfeng
0.7786252686	crosby
0.7786188322	yiddish
0.7785944711	ross
0.7785609752	café
0.7785571116	comet
0.7785537171	barbara
0.7785499330	oxford
0.7785461326	anchorage
0.7785418292	claude
0.7785281531	lebron
0.7784835113	peggy
0.7784748020	becker
0.7784271658	homeland
0.7783707517	bb
0.7783636960	martino
0.7783227555	ann
0.7783047768	cribbs
0.7782897292	iac
0.7782540667	reed
0.7782529415	chevrolet
0.7782474925	obama's
0.7782466514	muhammad
0.7782154391	seleka
0.7782091929	lewis
0.7782037936	beal
0.7781584089	janet
0.7780677109	sim
0.7780664870	salmon
0.7780255079	ernest
0.7780223729	iraqi
0.7780043553	pietersen
0.7779924667	snyder
0.7779883438	marie
0.7779783653	orton
0.7779765504	montana
0.7779477504	anthony
0.7779302657	stevens
0.7779107719	kadri
0.7779060517	lombardi
0.7778968085	m.i.t
0.7778843329	huntsman
0.7778733447	robert
0.7778428586	piano
0.7778313019	thad
0.7778232594	lsu
0.7777871896	pakistan
0.7777836263	anomaly
0.7777422017	boj
0.7777261882	wfan
0.7777057963	beach
0.7776751133	greece
0.7776343300	rand
0.7775520524	ohio
0.7775490685	greek
0.7775144014	bo
0.7774117162	adrian
0.7774043738	thurmond
0.7774013064	falstaff
0.7773989860	lng
0.7773669957	mourinho
0.7773359023	bravo
0.7773327795	yu
0.7773057927	greer
0.7772913402	kb
0.7772542055	etf
0.7772296304	reuters
0.7772046523	marathon
0.7771855380	korean
0.7771387825	bbb
0.7770574418	ligety
0.7770413228	jake
0.7769856603	manchester
